City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,acarau,-2.8856,-40.12,26.58,87,100,3.74,BR,1715303038
282,ponta delgada,37.7333,-25.6667,18.44,77,20,2.57,PT,1715303039
283,nemuro,43.3236,145.575,6.63,85,100,3.15,JP,1715303039
284,grand falls-windsor,48.9332,-55.6649,4.72,87,100,0.89,CA,1715303039
285,santa rosa de cabal,4.8681,-75.6214,17.79,94,75,1.03,CO,1715303039
286,qaqortoq,60.7167,-46.0333,1.52,74,100,1.06,GL,1715303039
287,tazacorte,28.629,-17.9293,20.08,79,0,6.17,ES,1715303039
288,djambala,-2.5447,14.7533,22.93,83,84,1.41,CG,1715303040
289,aripuana,-9.1667,-60.6333,23.95,72,100,0.97,BR,1715303040
290,salym,60.0625,71.4789,4.61,81,58,5.09,RU,1715303040
291,trosa,58.8962,17.5481,10.23,92,92,4.27,SE,1715303040
292,east london,-33.0153,27.9116,19.73,87,5,1.94,ZA,1715303040
293,mersa matruh,31.3525,27.2453,20.11,83,0,0.0,EG,1715303041
294,kourou,5.1552,-52.6478,25.03,94,100,3.61,GF,1715303041
295,zhanaozen,43.3,52.8,11.66,48,13,4.69,KZ,1715303041
296,lincoln city,44.9582,-124.0179,27.07,54,2,1.79,US,1715302866
297,kingston,17.997,-76.7936,29.53,74,40,6.17,JM,1715303008
298,international falls,48.6011,-93.411,16.1,27,0,1.54,US,1715303041
299,neyshabur,36.2133,58.7958,11.02,85,100,2.57,IR,1715303042
300,coquimbo,-29.9533,-71.3436,13.85,82,75,1.54,CL,1715303042
301,wotho,10.1657,166.0102,27.47,76,83,7.96,MH,1715303042
302,talpa de allende,20.3833,-104.8167,27.22,32,0,1.54,MX,1715303042
303,chibougamau,49.9168,-74.3659,9.79,46,0,1.54,CA,1715303042
304,mossel bay,-34.1831,22.146,10.96,83,0,1.5,ZA,1715303043
305,new norfolk,-42.7826,147.0587,13.84,83,98,1.08,AU,1715303043
306,port macquarie,-31.4333,152.9167,21.05,60,100,2.35,AU,1715303043
307,canutama,-6.5339,-64.3831,26.46,82,83,0.75,BR,1715303043
308,nambucca heads,-30.65,153.0,21.11,57,89,1.2,AU,1715303043
309,remire-montjoly,4.9167,-52.2667,25.02,100,100,1.03,GF,1715303044
310,bontang,0.1333,117.5,27.73,77,100,0.36,ID,1715303044
311,loch garman,52.3342,-6.4575,11.79,100,100,0.45,IE,1715303044
312,tokar,18.4254,37.729,27.23,71,40,3.96,SD,1715303044
313,i-n-salah,27.1935,2.4607,25.52,17,0,7.41,DZ,1715303045
314,kayangel,8.0823,134.7173,27.65,79,100,1.37,PW,1715303045
315,mugia,43.1041,-9.2179,13.84,75,75,2.93,ES,1715303045
316,tezu,27.9167,96.1667,24.19,52,100,1.34,IN,1715303045
317,siracusa,37.0881,15.2792,15.65,92,100,7.0,IT,1715303045
318,santiago de cao,-7.9589,-79.2392,18.07,88,20,5.66,PE,1715303046
319,thunder bay,48.4001,-89.3168,10.99,46,20,3.6,CA,1715303046
320,mansourah,31.0364,31.3807,19.0,62,25,3.67,EG,1715303046
321,gutao,37.2025,112.1781,23.49,49,60,3.42,CN,1715303046
322,kievka,50.2619,71.5514,13.88,81,70,3.5,KZ,1715303046
323,yakeshi,49.2833,120.7333,7.3,82,100,7.55,CN,1715303047
324,shindand,33.3029,62.1474,16.5,69,28,2.42,AF,1715303047
325,kolobrzeg,54.1757,15.5834,7.86,83,100,4.3,PL,1715303045
326,lida,53.8833,25.2997,6.41,94,93,3.22,BY,1715303047
327,mount gambier,-37.8333,140.7667,15.53,67,85,2.12,AU,1715303012
328,talcahuano,-36.7167,-73.1167,9.82,100,0,1.03,CL,1715303048
329,juli,-16.2167,-69.45,6.85,76,0,1.38,PE,1715303048
330,nadym,65.5333,72.5167,1.65,100,100,11.69,RU,1715303048
331,dingwall,57.5953,-4.4272,12.16,94,100,0.67,GB,1715303048
332,pangoa,-12.1167,-73.0,22.13,97,41,1.26,PE,1715303049
333,supaul,26.1167,86.6,27.02,53,44,4.4,IN,1715303049
334,aykhal,66.0,111.5,-7.78,86,100,6.6,RU,1715303049
335,shingu,33.7333,135.9833,17.99,39,0,2.04,JP,1715303049
336,nova vicosa,-17.8919,-39.3719,25.41,84,1,2.94,BR,1715303049
337,albacete,38.8333,-2.0,15.66,54,0,3.09,ES,1715303050
338,baie-comeau,49.2168,-68.1489,6.82,76,0,0.0,CA,1715303029
339,kharp,66.8014,65.8081,-3.49,94,100,9.97,RU,1715303050
340,mo i rana,66.3128,14.1428,2.96,92,63,4.63,NO,1715303050
341,antsohihy,-14.8796,47.9875,22.36,69,0,3.66,MG,1715303050
342,mao,39.8885,4.2658,12.31,100,0,1.03,ES,1715303051
343,tarawa,1.419,172.984,31.05,79,20,2.57,KI,1715303051
344,sabha,27.0377,14.4283,20.9,30,20,7.08,LY,1715303051
345,ola,59.5833,151.2833,3.97,80,43,1.92,RU,1715303051
346,amga,60.8953,131.9608,3.65,42,100,3.25,RU,1715303051
347,san andres,12.5847,-81.7006,30.01,79,20,3.6,CO,1715303043
348,sept-iles,50.2001,-66.3821,6.0,69,53,3.6,CA,1715303052
349,praia da vitoria,38.7333,-27.0667,17.14,82,20,1.77,PT,1715303052
350,lagos,6.5833,3.75,28.18,84,100,2.6,NG,1715302886
351,mahonda,-6.45,39.4667,26.64,82,19,8.14,TZ,1715303052
352,bamboo flat,11.7,92.7167,29.61,71,45,1.54,IN,1715303052
353,soalkuchi,26.1681,91.5711,23.99,94,75,1.54,IN,1715303053
354,shakhovskaya,56.0283,35.5097,-0.25,68,78,4.35,RU,1715303053
355,santa cruz del sur,20.7147,-77.9956,27.41,74,33,1.75,CU,1715303053
356,solleftea,63.1667,17.2667,3.92,67,67,5.54,SE,1715303053
357,kodiak,57.79,-152.4072,3.73,87,75,3.09,US,1715303053
358,teluk nibung,3.001,99.8164,26.09,91,100,2.39,ID,1715303054
359,el calafate,-50.3408,-72.2768,0.23,94,98,0.94,AR,1715303054
360,veraval,20.9,70.3667,27.48,81,0,4.0,IN,1715303054
361,alegrete,-29.7831,-55.7919,13.62,66,100,6.12,BR,1715303054
362,palmer,42.1584,-72.3287,16.78,57,75,4.12,US,1715303055
363,kapuskasing,49.4169,-82.4331,14.05,33,20,4.12,CA,1715303055
364,lakhipur,26.0299,90.3041,24.01,72,100,4.17,IN,1715303055
365,bath,51.3779,-2.3591,15.54,82,99,0.99,GB,1715303005
366,watsa,3.0372,29.5355,18.11,99,99,1.51,CD,1715303056
367,chardara,41.2547,67.9692,18.25,77,100,2.42,KZ,1715303056
368,dipayal,29.2608,80.94,22.76,83,88,0.53,NP,1715303056
369,al jahra',29.3375,47.6581,26.46,29,0,3.59,KW,1715303056
370,xunchang,28.4543,104.715,18.22,93,100,0.61,CN,1715303056
371,gandi,12.9636,5.7434,32.77,40,13,4.02,NG,1715303057
372,leninskoye,41.7589,69.3864,13.88,95,100,2.28,KZ,1715303057
373,challapata,-18.9,-66.7667,12.25,44,83,0.53,BO,1715303057
374,paso robles,35.6266,-120.691,21.12,54,0,3.13,US,1715302800
375,kenai,60.5544,-151.2583,4.52,80,75,4.12,US,1715303057
376,mount pearl,47.5166,-52.7813,4.36,87,75,4.12,CA,1715302808
377,smithers,54.7804,-127.1743,23.18,31,20,1.54,CA,1715303058
378,villa gesell,-37.2639,-56.973,7.81,61,100,4.48,AR,1715303058
379,codrington,-38.2667,141.9667,14.42,89,100,4.06,AU,1715303058
380,port-vila,-17.7338,168.3219,25.78,57,75,4.12,VU,1715303058
381,changyon,38.2508,125.0961,17.96,53,28,6.15,KP,1715303058
382,guerrero negro,27.9769,-114.0611,17.8,66,17,7.81,MX,1715303059
383,lazaro cardenas,17.9583,-102.2,25.17,74,100,3.06,MX,1715303059
384,phai sali,15.5976,100.6585,30.58,68,90,1.84,TH,1715303059
385,masterton,-40.9597,175.6575,11.17,52,48,4.2,NZ,1715303059
386,strelka,58.0728,93.0344,6.0,70,99,2.72,RU,1715303059
387,itati,-27.2704,-58.2446,16.12,71,100,2.44,AR,1715303060
388,robbah,33.2797,6.9098,18.8,40,0,6.57,DZ,1715303060
389,abepura,-2.6333,140.5833,24.45,94,75,3.6,ID,1715303060
390,qui nhon,13.7667,109.2333,28.43,71,100,1.89,VN,1715303060
391,wagar,16.1525,36.2032,28.46,46,4,4.17,SD,1715303060
392,fortuna,40.5982,-124.1573,24.4,47,0,5.66,US,1715302891
393,ulanhot,46.0833,122.0833,17.19,42,100,3.69,CN,1715303061
394,caleta de carquin,-11.0925,-77.6267,18.89,88,33,3.81,PE,1715303061
395,vinh yen,21.31,105.5967,24.97,85,100,3.48,VN,1715303061
396,alice springs,-23.7,133.8833,16.75,77,100,6.69,AU,1715303061
397,minot,48.2325,-101.2963,21.12,43,75,7.2,US,1715302953
398,tondano,1.3038,124.9112,28.05,65,78,0.79,ID,1715303061
399,ukhta,63.5671,53.6835,-4.69,94,46,3.13,RU,1715303062
400,basco,20.4487,121.9702,26.46,71,100,8.32,PH,1715303062
401,creel,27.75,-107.6333,17.72,15,100,6.5,MX,1715303062
402,hadibu,12.65,54.0333,28.2,74,44,0.63,YE,1715303062
403,marka,1.7159,44.7717,25.64,90,43,5.47,SO,1715303062
404,aja,30.9415,31.2915,19.14,57,18,3.75,EG,1715303063
405,bonthe,7.5264,-12.505,27.4,85,100,2.58,SL,1715303063
406,tralee,52.2704,-9.7026,9.48,90,100,2.4,IE,1715303063
407,kariba,-16.5167,28.8,16.99,69,0,1.53,ZW,1715303063
408,yulinshi,38.2906,109.7494,21.09,53,100,4.27,CN,1715303063
409,taulaga,-11.0553,-171.0883,29.28,73,100,3.97,AS,1715303063
410,pachino,36.7186,15.0907,16.26,76,100,6.52,IT,1715303064
411,lenoir city,35.7973,-84.256,23.13,88,0,1.93,US,1715303064
412,sibsagar,26.9833,94.6333,23.38,70,100,1.72,IN,1715303064
413,calvinia,-31.4707,19.776,11.16,64,0,2.12,ZA,1715303064
414,san-pedro,4.7485,-6.6363,27.49,86,98,2.34,CI,1715303064
415,bangassou,4.7413,22.8184,21.15,98,96,0.56,CF,1715303065
416,coronel suarez,-37.4547,-61.9334,6.55,67,40,3.12,AR,1715303065
417,zemio,5.0314,25.1361,22.33,92,79,1.23,CF,1715303065
418,st. john's,47.5649,-52.7093,4.82,88,75,4.12,CA,1715303015
419,tamanrasset,22.785,5.5228,20.95,8,0,2.06,DZ,1715303065
420,altai,46.3722,96.2583,7.59,31,8,2.51,MN,1715303065
421,pauini,-7.7136,-66.9764,27.46,74,99,0.35,BR,1715303066
422,la'ie,21.6477,-157.9253,25.98,75,50,4.02,US,1715303066
423,mazagao,-0.115,-51.2894,27.03,97,99,2.26,BR,1715303066
424,santa vitoria do palmar,-33.5189,-53.3681,9.68,83,0,0.76,BR,1715303066
425,cromer,52.9312,1.2989,11.75,86,100,1.84,GB,1715303066
426,steinkjer,64.193,11.3851,1.52,76,99,3.0,NO,1715303067
427,deyang,31.1302,104.382,21.49,70,100,2.27,CN,1715302825
428,queenstown,-31.8976,26.8753,17.74,42,39,3.0,ZA,1715302898
429,galle,6.0367,80.217,27.5,81,100,0.2,LK,1715303067
430,kapa'a,22.0752,-159.319,26.99,75,20,3.6,US,1715303067
431,mar del plata,-38.0023,-57.5575,11.04,65,0,2.24,AR,1715302824
432,tambopata,-12.7333,-69.1833,25.28,84,63,0.61,PE,1715303067
433,moapa valley,36.5805,-114.4703,26.02,12,1,2.86,US,1715303068
434,musoma,-1.5,33.8,20.7,85,100,2.74,TZ,1715303068
435,prince george,53.9166,-122.753,22.01,33,0,1.54,CA,1715302807
436,hotan,37.0997,79.9269,23.34,14,60,2.81,CN,1715303068
437,hobyo,5.3505,48.5268,29.01,76,79,3.78,SO,1715303068
438,ambodifotatra,-16.9833,49.85,25.89,74,31,7.78,MG,1715303069
439,robore,-18.3333,-59.75,19.07,90,37,1.42,BO,1715303069
440,grande prairie,55.1667,-118.8027,24.1,22,20,6.69,CA,1715302314
441,cabedelo,-6.9811,-34.8339,24.37,83,5,4.84,BR,1715303069
442,springs,-26.25,28.4,15.37,36,0,0.46,ZA,1715303069
443,touros,-5.1989,-35.4608,25.57,91,45,4.13,BR,1715303070
444,bandar-e lengeh,26.5579,54.8807,28.06,61,0,6.17,IR,1715303070
445,itamaraca,-7.7478,-34.8256,26.03,81,8,3.88,BR,1715303070
446,kalmunai,7.4167,81.8167,27.53,82,100,2.12,LK,1715303070
447,okha,53.5739,142.9478,3.47,93,100,2.68,RU,1715303070
448,sodra sandby,56.5667,16.6167,11.92,95,100,4.69,SE,1715303071
449,katsuren-haebaru,26.3369,127.8719,24.49,55,20,4.63,JP,1715303071
450,lesozavodsk,45.4794,133.4244,12.95,44,100,3.09,RU,1715303071
451,yorosso,12.3536,-4.7761,32.95,34,4,2.03,ML,1715303071
452,pinckneyville,38.0803,-89.382,21.95,69,0,4.95,US,1715303071
453,brooks,50.5834,-111.8851,21.79,28,17,3.6,CA,1715302208
454,palikir - national government center,6.9248,158.1611,29.47,74,100,4.63,FM,1715303072
455,puerto baquerizo moreno,-0.9,-89.6,22.99,86,52,5.04,EC,1715303072
456,torghay,49.6339,63.4981,7.26,59,88,3.87,KZ,1715303072
457,san luis de la loma,17.2706,-100.8939,25.91,71,100,3.33,MX,1715303072
458,lancaster,40.2504,-76.2499,15.57,87,100,0.89,US,1715302926
459,yamada,39.4667,141.95,16.99,44,8,3.72,JP,1715303073
460,tromso,69.6496,18.957,2.01,87,75,3.09,NO,1715303073
461,zheshart,62.0731,49.5733,-4.02,95,99,2.41,RU,1715303073
462,bodaybo,57.8506,114.1933,5.05,81,100,2.2,RU,1715303073
463,markovo,57.3206,107.0881,4.57,59,17,4.0,RU,1715303073
464,illapel,-31.6308,-71.1653,10.27,81,1,0.89,CL,1715303074
465,angaur state,6.906,134.13,27.71,82,100,3.84,PW,1715303074
466,ormara,25.2088,64.6357,26.7,87,0,1.06,PK,1715303074
467,opuwo,-18.0607,13.84,22.29,54,48,1.44,NA,1715303074
468,turkmenbasy,40.0222,52.9552,12.43,62,0,2.06,TM,1715303074
469,bikenibeu village,1.3673,173.1241,30.98,79,20,2.57,KI,1715303075
470,sortavala,61.7053,30.6918,1.68,59,74,1.79,RU,1715303075
471,klaksvik,62.2266,-6.589,7.51,98,100,10.16,FO,1715303075
472,sunne,59.8376,13.143,10.18,76,100,3.63,SE,1715303075
473,pathein,16.7833,94.7333,30.94,59,0,3.67,MM,1715303075
474,siocon,7.7061,122.1353,29.84,68,56,0.34,PH,1715303075
475,korenovsk,45.4686,39.4519,7.9,65,97,4.12,RU,1715303076
476,benghazi,32.1167,20.0667,17.73,71,0,7.98,LY,1715302824
477,coyhaique,-45.5752,-72.0662,2.97,87,20,4.12,CL,1715303076
478,ziro,27.6333,93.8333,8.41,79,100,0.77,IN,1715303076
479,pacific grove,36.6177,-121.9166,22.03,76,0,7.6,US,1715302850
480,la breita,-4.2608,-80.8875,25.73,65,100,1.37,PE,1715303076
481,fairfield glade,36.0004,-84.8863,19.73,84,0,2.06,US,1715303077
482,pisco,-13.7,-76.2167,20.57,77,0,1.54,PE,1715303062
483,sur,22.5667,59.5289,31.69,52,0,1.94,OM,1715303077
484,saint-denis,48.9167,2.3333,14.88,79,0,4.12,FR,1715303077
485,bardai,11.65,7.2333,28.83,48,100,3.96,NG,1715303077
486,puerto ayacucho,5.6639,-67.6236,25.28,93,100,0.6,VE,1715303077
487,eldorado,-23.7869,-54.2836,22.62,82,34,1.89,BR,1715303078
488,labytnangi,66.6572,66.4183,-3.12,95,100,11.98,RU,1715303078
489,portland,45.5234,-122.6762,28.02,33,20,7.2,US,1715302622
490,tual,-5.6667,132.75,28.09,79,14,5.77,ID,1715303078
491,grajewo,53.6473,22.4554,8.92,87,100,2.91,PL,1715303078
492,saint-pierre,-21.3393,55.4781,23.82,69,40,7.2,RE,1715303079
493,jaciara,-15.9653,-54.9683,22.95,51,0,1.14,BR,1715303079
494,al ghayzah,16.2079,52.176,29.36,77,37,3.57,YE,1715303079
495,morondava,-20.2833,44.2833,21.61,81,0,3.79,MG,1715303079
496,wonsan,39.1528,127.4436,19.49,49,11,3.88,KP,1715303079
497,san rafael,-34.6177,-68.3301,10.66,39,0,1.02,AR,1715303079
498,archidona,37.0965,-4.3887,13.0,69,78,3.04,ES,1715303080
499,peace river,56.2501,-117.286,24.17,23,75,8.75,CA,1715302780
500,monrovia,6.3005,-10.7969,25.87,85,100,2.48,LR,1715303080
501,port hedland,-20.3167,118.5667,28.03,23,42,8.75,AU,1715302925
502,margate,51.3813,1.3862,10.94,89,84,1.99,GB,1715303080
503,antalya,36.7741,30.7178,17.83,41,0,4.12,TR,1715302825
504,gniewkowo,52.8946,18.4079,9.93,68,100,2.21,PL,1715303081
505,moyynkum,44.2914,72.9469,16.47,66,61,3.35,KZ,1715303081
506,san blas,21.5167,-105.2667,33.94,54,0,2.49,MX,1715303081
507,yanchep,-31.55,115.6833,23.9,81,90,4.71,AU,1715303081
508,masvingo,-20.0637,30.8277,12.31,89,0,1.49,ZW,1715303081
509,marsh harbour,26.5412,-77.0636,24.72,75,19,5.1,BS,1715303082
510,waddan,29.1614,16.139,17.11,59,0,3.2,LY,1715303082
511,cambria,35.5641,-121.0808,22.36,85,32,1.34,US,1715303082
512,kuala terengganu,5.3302,103.1408,26.97,100,40,0.0,MY,1715303082
513,norderney,53.7,7.15,10.57,82,13,3.43,DE,1715303082
514,rio gallegos,-51.6226,-69.2181,0.03,93,0,1.03,AR,1715303082
515,calama,-22.4667,-68.9333,17.27,22,0,5.14,CL,1715302814
516,alaghsas,17.0187,8.0168,33.18,12,100,3.08,NE,1715303083
517,iranshahr,27.2025,60.6848,25.19,25,0,0.0,IR,1715303083
518,jieshou,33.2634,115.3611,25.07,41,0,6.14,CN,1715303083
519,nagqu,31.5,92.0,-0.14,49,100,1.54,CN,1715303083
520,buala,-8.145,159.5921,26.86,88,100,2.4,SB,1715303083
521,fort-shevchenko,44.5086,50.263,11.99,56,22,5.64,KZ,1715303084
522,wenatchee,47.4235,-120.3103,27.16,27,0,1.54,US,1715303084
523,choix,26.7092,-108.3219,34.03,10,5,4.27,MX,1715303084
524,kerikeri,-35.2268,173.9474,15.67,41,2,4.67,NZ,1715303084
525,bouna,9.2667,-3.0,27.25,61,100,1.97,CI,1715303085
526,kargasok,59.0556,80.8572,13.31,49,100,6.26,RU,1715303085
527,batticaloa,7.7102,81.6924,27.0,83,100,1.2,LK,1715302959
528,la ronge,55.1001,-105.2842,18.14,24,40,6.17,CA,1715303085
529,baglung,28.2719,83.5898,18.22,63,90,1.37,NP,1715303085
530,santa ana,33.7456,-117.8678,25.53,68,40,5.66,US,1715302972
531,mount isa,-20.7333,139.5,23.87,64,0,4.12,AU,1715302831
532,westport,41.1415,-73.3579,17.01,61,100,0.45,US,1715302924
533,zuunmod,47.7069,106.9528,0.57,53,100,10.96,MN,1715303086
534,khandyga,62.6667,135.6,2.7,75,100,1.38,RU,1715303086
535,swakopmund,-22.6833,14.5333,15.47,85,30,3.32,NA,1715303086
536,shetpe,44.1667,52.1167,10.11,59,10,2.6,KZ,1715303087
537,kalymnos,36.95,26.9833,19.74,72,40,2.06,GR,1715303087
538,kas,36.2018,29.6377,20.49,36,100,4.71,TR,1715303087
539,muisne,0.6,-80.0333,26.2,85,95,0.26,EC,1715303087
540,quepos,9.4236,-84.1652,27.54,83,100,0.93,CR,1715303087
541,las vegas,36.175,-115.1372,26.9,17,20,5.66,US,1715302795
542,feodosiya,45.0333,35.3833,11.32,77,89,4.99,UA,1715303088
543,sao joao da barra,-21.6403,-41.0511,25.05,88,69,4.82,BR,1715303088
544,miyako,39.6367,141.9525,17.47,44,7,2.56,JP,1715303088
545,fountain hills,33.6117,-111.7174,30.16,10,0,4.12,US,1715302828
546,walvis bay,-22.9575,14.5053,15.53,82,14,1.03,NA,1715303088
547,aioun,16.6614,-9.6149,33.67,4,6,5.49,MR,1715303089
548,belel,7.05,14.4333,20.65,64,96,1.68,CM,1715303089
549,santiago del estero,-27.7951,-64.2615,13.45,38,100,3.16,AR,1715303089
550,cherepovets,59.1333,37.9,-1.79,77,86,6.08,RU,1715303089
551,kalemie,-5.9475,29.1947,22.35,82,33,1.38,CD,1715303089
552,ad dilam,23.9915,47.1627,22.23,24,10,2.59,SA,1715303090
553,bengkulu,-3.8004,102.2655,26.98,79,13,1.37,ID,1715303090
554,ouadda,8.0777,22.4007,21.07,51,49,1.96,CF,1715303090
555,timimoun,29.2639,0.231,24.21,20,0,8.75,DZ,1715303090
556,luis correia,-2.8792,-41.6669,29.0,79,20,2.57,BR,1715303090
557,zanjan,36.6736,48.4787,9.16,69,99,1.43,IR,1715303091
558,rybnaya sloboda,55.4613,50.1409,-0.07,71,36,7.91,RU,1715303091
559,tripoli,32.8752,13.1875,17.63,76,12,6.41,LY,1715303091
560,doka,13.5167,35.7667,29.77,14,99,3.82,SD,1715303091
561,sandnessjoen,66.0217,12.6316,2.29,67,100,8.52,NO,1715303091
562,antsiranana,-12.2787,49.2917,24.36,72,100,6.9,MG,1715303092
563,schofield barracks,21.4936,-158.0615,24.18,87,100,4.63,US,1715303092
564,paradip garh,20.3167,86.6167,28.89,79,19,4.5,IN,1715303092
565,joao pessoa,-7.115,-34.8631,24.13,100,20,0.0,BR,1715303092
